Element Number,Area,Von Mises Stress
2518,2.50E-03,8.84E-03
2519,2.54E-03,1.37E-02
2520,2.33E-03,8.17E-03
2521,2.37E-03,8.02E-03
2522,2.61E-03,6.69E-03
2523,2.57E-03,7.03E-03
2524,2.50E-03,1.03E-02
2525,2.47E-03,9.20E-03
2526,2.57E-03,1.39E-02
2527,2.60E-03,6.77E-03
2528,2.58E-03,6.94E-03
2529,2.52E-03,9.97E-03
2530,2.46E-03,9.61E-03
2531,2.61E-03,1.42E-02
2532,1.75E-03,4.80E-03
2533,2.00E-03,5.02E-03
2534,2.59E-03,6.85E-03
2535,2.51E-03,9.62E-03
2536,2.45E-03,1.01E-02
2537,2.64E-03,1.45E-02
2538,2.50E-03,9.27E-03
2539,2.45E-03,1.06E-02
2540,2.63E-03,1.48E-02
2541,2.50E-03,8.94E-03
2542,2.46E-03,1.11E-02
2543,2.61E-03,1.51E-02
2544,2.57E-03,8.60E-03
2545,2.45E-03,1.17E-02
2546,2.63E-03,1.54E-02
2547,2.60E-03,8.28E-03
2548,2.44E-03,1.24E-02
2549,2.61E-03,1.57E-02
2550,2.77E-03,6.52E-03
2551,2.60E-03,6.57E-03
2552,2.60E-03,6.53E-03
2553,2.73E-03,6.47E-03
2554,2.47E-03,7.98E-03
2555,2.41E-03,1.30E-02
2556,2.61E-03,1.60E-02
2557,2.34E-03,1.56E-02
2558,2.35E-03,1.62E-02
2559,2.31E-03,1.63E-02
2560,2.32E-03,1.57E-02
2561,2.38E-03,7.29E-03
2562,2.71E-03,7.19E-03
2563,2.63E-03,7.08E-03
2564,2.51E-03,7.19E-03
2565,2.68E-03,6.44E-03
2566,2.51E-03,7.71E-03
2567,2.41E-03,1.37E-02
2568,2.74E-03,1.64E-02
2569,2.63E-03,1.74E-02
2570,2.65E-03,1.71E-02
2571,2.37E-03,1.50E-02
2572,2.53E-03,7.45E-03
2573,2.49E-03,6.46E-03
2574,2.38E-03,1.44E-02
2575,2.75E-03,1.67E-02
2576,2.61E-03,8.39E-03
2577,2.56E-03,8.38E-03
2578,2.53E-03,8.38E-03
2579,2.50E-03,8.37E-03
2580,2.46E-03,8.35E-03
2581,2.35E-03,8.30E-03
2582,2.54E-03,6.47E-03
2583,2.58E-03,6.50E-03
2584,2.64E-03,8.43E-03
2585,2.59E-03,6.54E-03
2586,1.65E-03,5.25E-03
2587,2.48E-03,6.60E-03
2588,2.60E-03,7.57E-03
2589,2.60E-03,7.46E-03
2590,2.46E-03,1.16E-02
2591,2.60E-03,8.16E-03
2592,2.69E-03,8.52E-03
2593,2.84E-03,9.31E-03
2594,2.79E-03,9.06E-03
2595,2.87E-03,9.93E-03
2596,2.86E-03,9.59E-03
2597,2.83E-03,1.08E-02
2598,2.86E-03,1.03E-02
2599,2.82E-03,1.13E-02
2600,2.54E-03,1.29E-02
2601,2.41E-03,5.89E-03
2602,2.13E-03,7.30E-03
2603,2.77E-03,7.58E-03
2604,3.44E-03,7.50E-03
2605,3.17E-03,7.32E-03
2606,3.29E-03,7.73E-03
2607,3.25E-03,7.62E-03
2608,3.25E-03,7.95E-03
2609,3.26E-03,7.84E-03
2610,3.19E-03,8.16E-03
2611,3.22E-03,8.06E-03
2612,3.23E-03,8.36E-03
2613,3.19E-03,8.26E-03
2614,3.43E-03,8.53E-03
2615,3.30E-03,8.45E-03
2616,3.43E-03,8.61E-03
2617,2.43E-03,6.62E-03
2618,2.72E-03,6.49E-03
2619,2.49E-03,6.58E-03
2620,3.16E-03,9.37E-03
2621,3.17E-03,9.12E-03
2622,2.93E-03,9.85E-03
2623,3.04E-03,9.62E-03
2624,2.82E-03,1.03E-02
2625,2.89E-03,1.01E-02
2626,2.73E-03,1.07E-02
2627,2.70E-03,1.05E-02
2628,2.71E-03,1.11E-02
2629,2.69E-03,1.09E-02
2630,2.75E-03,1.15E-02
2631,2.70E-03,1.13E-02
2632,2.74E-03,1.19E-02
2633,2.73E-03,1.17E-02
2634,2.72E-03,1.22E-02
2635,2.70E-03,1.20E-02
2636,2.57E-03,1.24E-02
2637,2.68E-03,1.23E-02
2638,2.40E-03,1.26E-02
2639,2.46E-03,1.25E-02
2640,2.25E-03,1.28E-02
2641,2.29E-03,1.27E-02
2642,2.13E-03,1.28E-02
2643,2.08E-03,1.31E-02
2644,2.08E-03,1.31E-02
2645,2.13E-03,1.32E-02
2646,2.08E-03,1.32E-02
2647,2.36E-03,1.33E-02
2648,2.33E-03,1.33E-02
2649,2.53E-03,1.33E-02
2650,2.48E-03,1.33E-02
2651,2.62E-03,1.33E-02
2652,2.60E-03,1.33E-02
2653,2.69E-03,1.32E-02
2654,2.66E-03,1.33E-02
2655,2.68E-03,1.31E-02
2656,2.68E-03,1.32E-02
2657,2.74E-03,1.29E-02
2658,2.68E-03,1.30E-02
2659,2.50E-03,1.30E-02
2660,2.11E-03,1.33E-02
2661,2.26E-03,1.31E-02
2662,1.99E-03,1.36E-02
2663,2.05E-03,1.34E-02
2664,1.97E-03,1.38E-02
2665,1.98E-03,1.37E-02
2666,2.04E-03,1.41E-02
2667,2.01E-03,1.40E-02
2668,1.90E-03,1.44E-02
2669,1.99E-03,1.43E-02
2670,2.26E-03,1.48E-02
2671,2.10E-03,1.57E-02
2672,2.16E-03,1.55E-02
2673,2.06E-03,1.59E-02
2674,2.02E-03,1.65E-02
2675,2.03E-03,1.64E-02
2676,1.95E-03,1.68E-02
2677,1.97E-03,1.67E-02
2678,1.95E-03,1.71E-02
2679,1.95E-03,1.69E-02
2680,1.99E-03,1.73E-02
2681,1.97E-03,1.72E-02
2682,2.08E-03,1.76E-02
2683,2.05E-03,1.75E-02
2684,2.20E-03,1.78E-02
2685,2.18E-03,1.77E-02
2686,2.31E-03,1.81E-02
2687,2.29E-03,1.80E-02
2688,2.34E-03,1.81E-02
2689,2.37E-03,1.81E-02
2690,2.36E-03,1.82E-02
2691,2.36E-03,1.82E-02
2692,2.45E-03,1.83E-02
2693,2.42E-03,1.83E-02
2694,2.61E-03,1.82E-02
2695,2.56E-03,1.83E-02
2696,2.79E-03,1.82E-02
2697,2.70E-03,1.82E-02
2698,2.89E-03,1.80E-02
2699,2.86E-03,1.81E-02
2700,2.75E-03,1.79E-02
2701,2.85E-03,1.80E-02
2702,2.57E-03,1.74E-02
2703,2.49E-03,1.78E-02
2704,2.64E-03,1.78E-02
2705,2.40E-03,1.60E-02
2706,2.38E-03,1.61E-02
2707,2.46E-03,1.58E-02
2708,2.44E-03,1.59E-02
2709,2.46E-03,1.56E-02
2710,2.47E-03,1.57E-02
2711,2.48E-03,1.54E-02
2712,2.46E-03,1.55E-02
2713,2.50E-03,1.52E-02
2714,2.48E-03,1.53E-02
2715,2.55E-03,1.49E-02
2716,2.51E-03,1.50E-02
2717,2.60E-03,1.45E-02
2718,2.54E-03,1.47E-02
2719,2.63E-03,1.41E-02
2720,2.64E-03,1.43E-02
2721,2.66E-03,1.36E-02
2722,2.66E-03,1.38E-02
2723,2.83E-03,5.83E-03
2724,2.78E-03,6.37E-03
2725,2.84E-03,6.25E-03
2726,2.48E-03,6.68E-03
2727,2.59E-03,6.61E-03
2728,2.35E-03,6.82E-03
2729,2.39E-03,6.75E-03
2730,2.24E-03,6.92E-03
2731,2.29E-03,6.87E-03
2732,2.22E-03,6.99E-03
2733,2.22E-03,6.96E-03
2734,2.26E-03,7.04E-03
2735,2.24E-03,7.02E-03
2736,2.25E-03,7.07E-03
2737,2.26E-03,7.06E-03
2738,2.25E-03,7.08E-03
2739,2.28E-03,7.07E-03
2740,2.26E-03,7.07E-03
2741,2.24E-03,7.01E-03
2742,2.22E-03,7.03E-03
2743,2.22E-03,6.96E-03
2744,2.24E-03,6.98E-03
2745,2.27E-03,6.91E-03
2746,2.26E-03,6.93E-03
2747,2.32E-03,6.84E-03
2748,2.31E-03,6.88E-03
2749,2.35E-03,6.77E-03
2750,2.34E-03,6.81E-03
2751,2.26E-03,5.01E-03
2752,2.40E-03,6.73E-03
2753,2.40E-03,6.65E-03
2754,2.60E-03,7.33E-03
2755,2.43E-03,1.18E-02
2756,2.44E-03,1.13E-02
2757,2.56E-03,8.01E-03
2758,2.55E-03,8.36E-03
2759,2.72E-03,8.68E-03
2760,2.75E-03,8.83E-03
2761,2.68E-03,1.33E-02
2762,2.53E-03,1.31E-02
2763,2.51E-03,1.26E-02
2764,2.56E-03,4.54E-03
2765,2.51E-03,5.62E-03
2766,2.33E-03,6.57E-03
2767,2.53E-03,7.11E-03
2768,2.62E-03,7.72E-03
2769,3.06E-03,8.45E-03
2770,2.79E-03,8.48E-03
2771,2.09E-03,1.27E-02
2772,2.02E-03,1.29E-02
2773,2.02E-03,1.28E-02
2774,2.04E-03,1.29E-02
2775,3.00E-03,1.28E-02
2776,2.25E-03,1.46E-02
2777,2.31E-03,1.54E-02
2778,2.07E-03,1.61E-02
2779,2.05E-03,1.63E-02
2780,2.33E-03,1.82E-02
2781,2.53E-03,1.81E-02
2782,2.55E-03,5.59E-03
2783,2.96E-03,5.89E-03
2784,2.92E-03,6.05E-03
2785,2.71E-03,6.47E-03
2786,2.24E-03,7.09E-03
2787,2.24E-03,7.10E-03
2788,2.25E-03,7.09E-03
2789,2.05E-03,4.78E-03
2790,2.20E-03,5.06E-03
2791,2.59E-03,6.59E-03
2792,2.20E-03,1.63E-02
2793,2.24E-03,1.69E-02
2794,1.77E-03,1.69E-02
2795,2.10E-03,6.60E-03
2796,2.41E-03,6.52E-03
2797,2.58E-03,7.22E-03
2798,2.45E-03,1.09E-02
2799,2.57E-03,7.85E-03
2800,2.52E-03,8.60E-03
2801,2.54E-03,1.34E-02
2802,2.44E-03,1.20E-02
2803,2.46E-03,1.22E-02
2804,2.38E-03,4.66E-03
2805,2.27E-03,5.94E-03
2806,2.23E-03,6.11E-03
2807,2.54E-03,5.33E-03
2808,2.46E-03,7.88E-03
2809,2.23E-03,1.50E-02
2810,2.21E-03,1.52E-02
2811,2.41E-03,1.78E-02
2812,2.60E-03,6.65E-03
2813,2.55E-03,7.10E-03
2814,2.48E-03,1.06E-02
2815,2.60E-03,7.70E-03
2816,2.48E-03,8.91E-03
2817,2.53E-03,1.36E-02
2818,2.15E-03,8.23E-03
2819,2.60E-03,6.73E-03
2820,2.56E-03,7.00E-03
2821,2.49E-03,1.02E-02
2822,2.47E-03,9.28E-03
2823,2.59E-03,1.39E-02
2824,2.11E-03,4.86E-03
2825,2.59E-03,6.81E-03
2826,2.58E-03,6.90E-03
2827,2.47E-03,9.88E-03
2828,2.46E-03,9.70E-03
2829,2.61E-03,1.42E-02
2830,2.47E-03,9.53E-03
2831,2.46E-03,1.02E-02
2832,2.63E-03,1.44E-02
2833,2.48E-03,9.18E-03
2834,2.45E-03,1.07E-02
2835,2.60E-03,1.47E-02
2836,2.51E-03,8.84E-03
2837,2.44E-03,1.13E-02
2838,2.58E-03,1.50E-02
2839,2.62E-03,6.48E-03
2840,2.56E-03,8.50E-03
2841,2.44E-03,1.19E-02
2842,2.60E-03,1.53E-02
2843,2.21E-03,1.65E-02
2844,2.63E-03,6.98E-03
2845,2.70E-03,6.87E-03
2846,2.80E-03,6.80E-03
2847,2.40E-03,6.89E-03
2848,2.66E-03,6.43E-03
2849,2.53E-03,8.18E-03
2850,2.44E-03,1.25E-02
2851,2.59E-03,1.57E-02
2852,2.50E-03,1.74E-02
2853,2.30E-03,1.58E-02
2854,2.49E-03,7.09E-03
2855,2.60E-03,6.41E-03
2856,2.44E-03,7.88E-03
2857,2.42E-03,1.31E-02
2858,2.66E-03,1.60E-02
2859,2.59E-03,1.70E-02
2860,2.35E-03,1.51E-02
2861,2.50E-03,7.33E-03
2862,2.55E-03,6.41E-03
2863,2.44E-03,7.61E-03
2864,2.41E-03,1.38E-02
2865,2.73E-03,1.64E-02
2866,2.64E-03,1.67E-02
2867,2.57E-03,8.45E-03
2868,2.52E-03,8.45E-03
2869,2.51E-03,8.46E-03
2870,2.49E-03,8.45E-03
2871,2.41E-03,8.42E-03
2872,2.25E-03,8.36E-03
2873,2.39E-03,1.45E-02
2874,2.54E-03,6.43E-03
2875,2.56E-03,6.46E-03
2876,2.64E-03,8.48E-03
2877,2.60E-03,6.50E-03
2878,2.05E-03,5.11E-03
2879,1.39E-03,4.48E-03
2880,1.80E-03,4.42E-03
2881,1.62E-03,5.18E-03
2882,2.43E-03,6.69E-03
2883,2.62E-03,7.56E-03
2884,2.61E-03,7.44E-03
2885,2.44E-03,1.15E-02
2886,2.55E-03,8.17E-03
2887,2.68E-03,8.55E-03
2888,2.81E-03,9.24E-03
2889,2.76E-03,9.02E-03
2890,2.85E-03,9.80E-03
2891,2.83E-03,9.50E-03
2892,2.87E-03,1.06E-02
2893,2.87E-03,1.02E-02
2894,2.81E-03,1.17E-02
2895,2.85E-03,1.11E-02
2896,2.67E-03,1.31E-02
2897,2.73E-03,1.23E-02
2898,1.78E-03,4.09E-03
2899,1.67E-03,4.35E-03
2900,1.96E-03,4.24E-03
2901,2.52E-03,1.28E-02
2902,1.87E-03,4.03E-03
2903,1.94E-03,3.68E-03
2904,2.59E-03,3.84E-03
2905,2.74E-03,4.32E-03
2906,2.42E-03,5.78E-03
2907,2.30E-03,6.75E-03
2908,2.79E-03,7.46E-03
2909,2.57E-03,7.27E-03
2910,2.82E-03,7.57E-03
2911,2.94E-03,7.09E-03
2912,2.81E-03,6.98E-03
2913,3.24E-03,7.34E-03
2914,3.02E-03,7.21E-03
2915,3.23E-03,7.58E-03
2916,3.22E-03,7.47E-03
2917,3.18E-03,7.80E-03
2918,3.19E-03,7.69E-03
2919,3.16E-03,8.00E-03
2920,3.16E-03,7.90E-03
2921,3.18E-03,8.18E-03
2922,3.18E-03,8.09E-03
2923,3.18E-03,8.33E-03
2924,3.20E-03,8.26E-03
2925,3.16E-03,8.39E-03
2926,2.40E-03,6.72E-03
2927,2.17E-03,6.70E-03
2928,2.30E-03,8.49E-03
2929,3.09E-03,8.88E-03
2930,3.00E-03,8.69E-03
2931,3.06E-03,9.35E-03
2932,3.10E-03,9.11E-03
2933,2.94E-03,9.82E-03
2934,2.97E-03,9.59E-03
2935,2.76E-03,1.03E-02
2936,2.87E-03,1.00E-02
2937,2.72E-03,1.07E-02
2938,2.69E-03,1.05E-02
2939,2.68E-03,1.11E-02
2940,2.69E-03,1.09E-02
2941,2.74E-03,1.14E-02
2942,2.69E-03,1.13E-02
2943,2.76E-03,1.18E-02
2944,2.73E-03,1.16E-02
2945,2.68E-03,1.21E-02
2946,2.71E-03,1.19E-02
2947,2.61E-03,1.23E-02
2948,2.67E-03,1.22E-02
2949,2.43E-03,1.25E-02
2950,2.49E-03,1.24E-02
2951,2.26E-03,1.26E-02
2952,2.25E-03,1.26E-02
2953,2.14E-03,1.27E-02
2954,2.03E-03,1.28E-02
2955,2.11E-03,1.30E-02
2956,2.08E-03,1.30E-02
2957,2.19E-03,1.31E-02
2958,2.14E-03,1.31E-02
2959,2.35E-03,1.32E-02
2960,2.29E-03,1.31E-02
2961,2.52E-03,1.32E-02
2962,2.47E-03,1.32E-02
2963,2.65E-03,1.32E-02
2964,2.61E-03,1.32E-02
2965,2.69E-03,1.31E-02
2966,2.71E-03,1.31E-02
2967,2.71E-03,1.30E-02
2968,2.70E-03,1.30E-02
2969,2.80E-03,1.28E-02
2970,2.72E-03,1.29E-02
2971,2.20E-03,1.24E-02
2972,2.34E-03,1.26E-02
2973,2.22E-03,1.26E-02
2974,3.02E-03,1.27E-02
2975,2.46E-03,1.29E-02
2976,2.89E-03,1.27E-02
2977,2.17E-03,1.32E-02
2978,2.25E-03,1.30E-02
2979,2.04E-03,1.35E-02
2980,2.10E-03,1.33E-02
2981,1.98E-03,1.38E-02
2982,2.01E-03,1.36E-02
2983,2.00E-03,1.41E-02
2984,1.99E-03,1.39E-02
2985,2.04E-03,1.44E-02
2986,2.01E-03,1.42E-02
2987,2.18E-03,1.48E-02
2988,2.18E-03,1.58E-02
2989,2.25E-03,1.56E-02
2990,2.10E-03,1.59E-02
2991,2.04E-03,1.66E-02
2992,2.04E-03,1.64E-02
2993,1.98E-03,1.69E-02
2994,2.01E-03,1.68E-02
2995,1.97E-03,1.72E-02
2996,1.96E-03,1.71E-02
2997,2.02E-03,1.75E-02
2998,1.99E-03,1.74E-02
2999,2.11E-03,1.78E-02
3000,2.09E-03,1.76E-02
3001,2.21E-03,1.80E-02
3002,2.16E-03,1.79E-02
3003,2.32E-03,1.83E-02
3004,2.30E-03,1.82E-02
3005,2.37E-03,1.84E-02
3006,2.37E-03,1.83E-02
3007,2.41E-03,1.85E-02
3008,2.38E-03,1.85E-02
3009,2.43E-03,1.86E-02
3010,2.41E-03,1.86E-02
3011,2.60E-03,1.86E-02
3012,2.58E-03,1.86E-02
3013,2.77E-03,1.85E-02
3014,2.69E-03,1.85E-02
3015,2.85E-03,1.84E-02
3016,2.82E-03,1.84E-02
3017,2.75E-03,1.83E-02
3018,2.84E-03,1.83E-02
3019,2.67E-03,1.82E-02
3020,2.40E-03,1.68E-02
3021,2.34E-03,1.69E-02
3022,2.45E-03,1.67E-02
3023,2.43E-03,1.67E-02
3024,2.46E-03,1.65E-02
3025,2.45E-03,1.66E-02
3026,2.45E-03,1.63E-02
3027,2.47E-03,1.64E-02
3028,2.46E-03,1.62E-02
3029,2.46E-03,1.63E-02
3030,2.46E-03,1.59E-02
3031,2.44E-03,1.60E-02
3032,2.51E-03,1.56E-02
3033,2.46E-03,1.58E-02
3034,2.55E-03,1.53E-02
3035,2.53E-03,1.55E-02
3036,2.59E-03,1.49E-02
3037,2.57E-03,1.51E-02
3038,2.62E-03,1.44E-02
3039,2.62E-03,1.46E-02
3040,2.62E-03,1.39E-02
3041,2.62E-03,1.41E-02
3042,1.92E-03,4.57E-03
3043,1.74E-03,4.46E-03
3044,3.00E-03,5.74E-03
3045,2.82E-03,6.31E-03
3046,2.88E-03,6.18E-03
3047,2.48E-03,6.65E-03
3048,2.58E-03,6.56E-03
3049,2.37E-03,6.79E-03
3050,2.40E-03,6.72E-03
3051,2.28E-03,6.90E-03
3052,2.30E-03,6.85E-03
3053,2.23E-03,6.98E-03
3054,2.25E-03,6.94E-03
3055,2.27E-03,7.04E-03
3056,2.26E-03,7.01E-03
3057,2.26E-03,7.08E-03
3058,2.28E-03,7.06E-03
3059,2.27E-03,7.10E-03
3060,2.30E-03,7.09E-03
3061,2.28E-03,7.10E-03
3062,2.25E-03,7.06E-03
3063,2.25E-03,7.07E-03
3064,2.25E-03,7.02E-03
3065,2.23E-03,7.04E-03
3066,2.28E-03,6.98E-03
3067,2.27E-03,7.00E-03
3068,2.33E-03,6.92E-03
3069,2.32E-03,6.95E-03
3070,2.38E-03,6.86E-03
3071,2.34E-03,6.89E-03
3072,2.17E-03,4.92E-03
3073,2.60E-03,6.55E-03
3074,2.08E-03,1.71E-02
3075,2.27E-03,6.50E-03
3076,2.41E-03,6.82E-03
3077,2.40E-03,6.75E-03
3078,2.60E-03,7.31E-03
3079,2.45E-03,1.17E-02
3080,2.44E-03,1.12E-02
3081,2.55E-03,8.01E-03
3082,2.52E-03,8.38E-03
3083,2.70E-03,8.69E-03
3084,2.71E-03,8.83E-03
3085,2.45E-03,3.96E-03
3086,2.52E-03,1.31E-02
3087,2.48E-03,1.25E-02
3088,2.66E-03,4.46E-03
3089,2.30E-03,6.31E-03
3090,1.78E-03,6.01E-03
3091,2.34E-03,5.85E-03
3092,2.50E-03,5.49E-03
3093,2.49E-03,6.47E-03
3094,3.19E-03,6.88E-03
3095,2.83E-03,7.07E-03
3096,2.59E-03,7.73E-03
3097,2.55E-03,8.38E-03
3098,2.24E-03,8.32E-03
3099,2.16E-03,6.69E-03
3100,2.19E-03,6.73E-03
3101,2.07E-03,1.28E-02
3102,2.07E-03,1.27E-02
3103,2.09E-03,1.28E-02
3104,2.39E-03,1.24E-02
3105,2.59E-03,1.23E-02
3106,2.19E-03,1.46E-02
3107,2.36E-03,1.54E-02
3108,2.10E-03,1.62E-02
3109,2.08E-03,1.63E-02
3110,2.36E-03,1.84E-02
3111,2.54E-03,1.85E-02
3112,3.02E-03,5.82E-03
3113,2.90E-03,5.98E-03
3114,2.81E-03,6.42E-03
3115,2.26E-03,7.13E-03
3116,2.26E-03,7.14E-03
3117,2.26E-03,7.13E-03
3118,2.06E-03,4.69E-03
3119,2.16E-03,4.97E-03
3120,2.60E-03,6.62E-03
3121,2.17E-03,1.49E-02
3122,2.04E-03,1.52E-02
3123,2.59E-03,7.19E-03
3124,2.45E-03,1.09E-02
3125,2.57E-03,7.85E-03
3126,2.49E-03,8.65E-03
3127,2.65E-03,1.28E-02
3128,2.62E-03,1.36E-02
3129,2.52E-03,1.33E-02
3130,2.43E-03,1.19E-02
3131,2.45E-03,1.22E-02
3132,1.96E-03,3.66E-03
3133,1.86E-03,3.52E-03
3134,2.46E-03,5.17E-03
3135,2.07E-03,8.28E-03
3136,1.99E-03,5.03E-03
3137,2.59E-03,6.69E-03
3138,2.55E-03,7.07E-03
3139,2.46E-03,1.05E-02
3140,2.60E-03,7.70E-03
3141,2.48E-03,8.98E-03
3142,2.55E-03,1.36E-02
3143,2.30E-03,5.14E-03
3144,2.59E-03,6.78E-03
3145,2.56E-03,6.97E-03
3146,2.47E-03,1.02E-02
3147,2.47E-03,9.36E-03
3148,2.60E-03,1.39E-02
3149,2.57E-03,6.87E-03
3150,2.46E-03,9.79E-03
3151,2.46E-03,9.79E-03
3152,2.59E-03,1.41E-02
3153,2.45E-03,9.43E-03
3154,2.46E-03,1.03E-02
3155,2.61E-03,1.44E-02
3156,2.48E-03,9.07E-03
3157,2.45E-03,1.08E-02
3158,2.58E-03,1.47E-02
3159,2.78E-03,1.74E-02
3160,1.90E-03,6.72E-03
3161,1.95E-03,6.63E-03
3162,2.70E-03,6.61E-03
3163,2.14E-03,6.19E-03
3164,1.90E-03,6.69E-03
3165,2.45E-03,6.43E-03
3166,2.51E-03,8.73E-03
3167,2.45E-03,1.14E-02
3168,2.55E-03,1.50E-02
3169,2.24E-03,1.66E-02
3170,2.22E-03,6.80E-03
3171,2.57E-03,6.41E-03
3172,2.51E-03,8.39E-03
3173,2.44E-03,1.20E-02
3174,2.58E-03,1.53E-02
3175,2.14E-03,1.78E-02
3176,2.42E-03,1.74E-02
3177,2.30E-03,1.59E-02
3178,2.43E-03,6.99E-03
3179,2.58E-03,6.39E-03
3180,2.47E-03,8.07E-03
3181,2.45E-03,1.26E-02
3182,2.62E-03,1.56E-02
3183,2.52E-03,1.70E-02
3184,2.37E-03,1.52E-02
3185,2.48E-03,7.22E-03
3186,2.61E-03,6.38E-03
3187,2.48E-03,7.78E-03
3188,2.43E-03,1.33E-02
3189,2.65E-03,1.60E-02
3190,2.60E-03,1.67E-02
3191,2.56E-03,8.53E-03
3192,2.55E-03,8.54E-03
3193,2.51E-03,8.55E-03
3194,2.45E-03,8.54E-03
3195,2.36E-03,8.49E-03
3196,2.18E-03,8.41E-03
3197,2.39E-03,1.46E-02
3198,2.50E-03,7.50E-03
3199,2.55E-03,6.40E-03
3200,2.43E-03,1.39E-02
3201,2.65E-03,1.63E-02
3202,2.55E-03,6.43E-03
3203,2.61E-03,8.53E-03
3204,2.59E-03,6.47E-03
3205,2.59E-03,6.52E-03
3206,2.23E-03,6.48E-03
3207,1.71E-03,6.56E-03
3208,2.42E-03,6.79E-03
3209,2.61E-03,7.55E-03
3210,2.59E-03,7.42E-03
3211,2.44E-03,1.15E-02
3212,2.53E-03,8.19E-03
3213,2.65E-03,8.58E-03
3214,2.80E-03,9.19E-03
3215,2.74E-03,8.99E-03
3216,2.83E-03,9.69E-03
3217,2.81E-03,9.42E-03
3218,2.82E-03,1.04E-02
3219,2.81E-03,1.00E-02
3220,2.78E-03,1.15E-02
3221,2.82E-03,1.09E-02
3222,2.75E-03,1.21E-02
3223,2.06E-03,4.22E-03
3224,2.11E-03,4.09E-03
3225,2.51E-03,1.28E-02
3226,2.71E-03,3.97E-03
3227,2.38E-03,3.55E-03
3228,2.37E-03,3.74E-03
3229,2.70E-03,4.22E-03
3230,2.47E-03,5.67E-03
3231,3.09E-03,6.69E-03
3232,2.63E-03,7.44E-03
3233,2.73E-03,7.26E-03
3234,2.69E-03,7.60E-03
3235,2.09E-03,6.59E-03
3236,2.24E-03,6.63E-03
3237,2.90E-03,6.82E-03
3238,2.98E-03,6.74E-03
3239,2.99E-03,7.00E-03
3240,3.02E-03,6.90E-03
3241,3.17E-03,7.23E-03
3242,3.02E-03,7.11E-03
3243,3.19E-03,7.46E-03
3244,3.18E-03,7.35E-03
3245,3.14E-03,7.66E-03
3246,3.17E-03,7.56E-03
3247,3.10E-03,7.85E-03
3248,3.12E-03,7.76E-03
3249,3.14E-03,8.01E-03
3250,3.12E-03,7.93E-03
3251,3.11E-03,8.15E-03
3252,3.11E-03,8.09E-03
3253,2.92E-03,8.26E-03
3254,3.03E-03,8.21E-03
3255,2.74E-03,8.29E-03
3256,2.35E-03,6.82E-03
3257,2.28E-03,6.78E-03
3258,3.16E-03,8.86E-03
3259,3.36E-03,8.60E-03
3260,2.99E-03,9.33E-03
3261,2.90E-03,9.10E-03
3262,2.91E-03,9.78E-03
3263,2.94E-03,9.55E-03
3264,2.73E-03,1.02E-02
3265,2.84E-03,1.00E-02
3266,2.71E-03,1.06E-02
3267,2.70E-03,1.04E-02
3268,2.66E-03,1.10E-02
3269,2.67E-03,1.08E-02
3270,2.72E-03,1.13E-02
3271,2.68E-03,1.12E-02
3272,2.74E-03,1.17E-02
3273,2.75E-03,1.15E-02
3274,2.69E-03,1.20E-02
3275,2.70E-03,1.18E-02
3276,2.57E-03,1.22E-02
3277,2.61E-03,1.21E-02
3278,2.41E-03,1.24E-02
3279,2.52E-03,1.23E-02
3280,2.26E-03,1.25E-02
3281,2.25E-03,1.25E-02
3282,2.09E-03,1.26E-02
3283,2.13E-03,1.26E-02
3284,2.05E-03,1.27E-02
3285,2.13E-03,1.29E-02
3286,2.11E-03,1.28E-02
3287,2.21E-03,1.30E-02
3288,2.16E-03,1.29E-02
3289,2.35E-03,1.30E-02
3290,2.27E-03,1.30E-02
3291,2.52E-03,1.31E-02
3292,2.44E-03,1.31E-02
3293,2.64E-03,1.30E-02
3294,2.59E-03,1.31E-02
3295,2.68E-03,1.30E-02
3296,2.67E-03,1.30E-02
3297,2.71E-03,1.28E-02
3298,2.69E-03,1.29E-02
3299,2.70E-03,1.26E-02
3300,2.72E-03,1.27E-02
3301,2.59E-03,1.25E-02
3302,2.53E-03,1.22E-02
3303,2.25E-03,1.25E-02
3304,2.58E-03,1.24E-02
3305,2.32E-03,1.28E-02
3306,2.36E-03,1.27E-02
3307,2.18E-03,1.31E-02
3308,2.28E-03,1.30E-02
3309,2.07E-03,1.34E-02
3310,2.13E-03,1.33E-02
3311,1.99E-03,1.37E-02
3312,2.03E-03,1.36E-02
3313,1.98E-03,1.40E-02
3314,1.98E-03,1.39E-02
3315,2.13E-03,1.43E-02
3316,2.01E-03,1.42E-02
3317,2.26E-03,1.48E-02
3318,2.17E-03,1.58E-02
3319,2.34E-03,1.56E-02
3320,2.13E-03,1.60E-02
3321,2.07E-03,1.67E-02
3322,2.07E-03,1.65E-02
3323,1.99E-03,1.70E-02
3324,2.03E-03,1.69E-02
3325,1.99E-03,1.73E-02
3326,1.99E-03,1.72E-02
3327,2.04E-03,1.76E-02
3328,2.02E-03,1.75E-02
3329,2.13E-03,1.79E-02
3330,2.09E-03,1.78E-02
3331,2.23E-03,1.82E-02
3332,2.18E-03,1.81E-02
3333,2.34E-03,1.85E-02
3334,2.32E-03,1.84E-02
3335,2.39E-03,1.86E-02
3336,2.38E-03,1.85E-02
3337,2.39E-03,1.88E-02
3338,2.36E-03,1.87E-02
3339,2.44E-03,1.89E-02
