Element Number,Area,Von Mises Stress
33888,5.84E-03,1.35E-02
33889,5.83E-03,1.36E-02
33890,5.84E-03,1.37E-02
33891,5.88E-03,1.38E-02
33892,5.93E-03,1.40E-02
33893,5.98E-03,1.41E-02
33894,6.01E-03,1.42E-02
33895,6.04E-03,1.44E-02
33896,6.07E-03,1.45E-02
33897,6.10E-03,1.46E-02
33898,6.13E-03,1.48E-02
33899,6.16E-03,1.49E-02
33900,6.19E-03,1.50E-02
33901,6.22E-03,1.52E-02
33902,6.25E-03,1.53E-02
33903,6.28E-03,1.54E-02
33904,6.29E-03,1.56E-02
33905,6.28E-03,1.57E-02
33906,6.39E-03,1.58E-02
33907,6.56E-03,1.60E-02
33908,7.05E-03,1.61E-02
33909,9.93E-03,1.55E-02
33910,9.29E-03,1.56E-02
33911,8.42E-03,9.03E-03
33912,8.82E-03,8.80E-03
33913,7.21E-03,2.33E-02
33914,8.00E-03,2.29E-02
33915,8.41E-03,2.31E-02
33916,7.58E-03,9.72E-03
33917,5.09E-03,2.27E-02
33918,4.52E-03,2.28E-02
33919,7.67E-03,9.45E-03
33920,7.09E-03,2.54E-02
33921,5.28E-03,2.54E-02
33922,5.53E-03,2.53E-02
33923,8.10E-03,2.52E-02
33924,7.71E-03,1.22E-02
33925,9.29E-03,1.06E-02
33926,9.07E-03,1.08E-02
33927,7.88E-03,1.09E-02
33928,8.35E-03,9.34E-03
33929,6.56E-03,9.52E-03
33930,7.36E-03,9.57E-03
33931,5.34E-03,9.64E-03
33932,8.10E-03,1.51E-02
33933,8.10E-03,1.53E-02
33934,7.67E-03,1.97E-02
33935,6.77E-03,1.29E-02
33936,6.43E-03,1.28E-02
33937,6.91E-03,1.32E-02
33938,6.96E-03,1.50E-02
33939,6.77E-03,1.47E-02
33940,6.42E-03,1.44E-02
33941,6.52E-03,1.34E-02
33942,8.69E-03,1.47E-02
33943,8.31E-03,1.64E-02
33944,6.86E-03,1.17E-02
33945,6.15E-03,1.12E-02
33946,8.09E-03,1.65E-02
33947,7.13E-03,1.64E-02
33948,7.17E-03,1.34E-02
33949,7.34E-03,2.51E-02
33950,6.75E-03,2.18E-02
33951,6.42E-03,6.66E-03
33952,7.54E-03,6.90E-03
33953,6.81E-03,6.81E-03
33954,8.26E-03,1.12E-02
33955,8.42E-03,1.14E-02
33956,7.66E-03,1.18E-02
33957,7.60E-03,1.10E-02
33958,7.86E-03,1.09E-02
33959,7.79E-03,1.08E-02
33960,7.60E-03,1.08E-02
33961,7.16E-03,1.07E-02
33962,6.44E-03,2.49E-02
33963,8.27E-03,6.70E-03
33964,7.11E-03,2.06E-02
33965,7.64E-03,8.24E-03
33966,6.45E-03,1.68E-02
33967,7.21E-03,1.67E-02
33968,5.24E-03,2.48E-02
33969,7.04E-03,2.46E-02
33970,7.44E-03,2.43E-02
33971,5.62E-03,1.03E-02
33972,4.90E-03,1.02E-02
33973,8.03E-03,2.65E-02
33974,7.42E-03,1.28E-02
33975,6.46E-03,6.80E-03
33976,8.23E-03,2.63E-02
33977,8.47E-03,2.62E-02
33978,8.29E-03,2.62E-02
33979,6.20E-03,2.10E-02
33980,5.01E-03,2.09E-02
33981,5.79E-03,1.03E-02
33982,5.82E-03,1.03E-02
33983,7.19E-03,2.02E-02
33984,6.92E-03,2.52E-02
33985,7.71E-03,2.54E-02
33986,8.10E-03,1.51E-02
33987,8.10E-03,1.54E-02
33988,7.65E-03,2.00E-02
33989,8.53E-03,1.47E-02
33990,6.92E-03,1.19E-02
33991,9.61E-03,1.25E-02
33992,6.60E-03,1.68E-02
33993,6.24E-03,1.03E-02
33994,6.55E-03,1.05E-02
33995,6.44E-03,1.07E-02
33996,7.33E-03,1.32E-02
33997,6.33E-03,2.17E-02
33998,7.80E-03,6.95E-03
33999,7.80E-03,9.72E-03
34000,7.29E-03,9.89E-03
34001,6.22E-03,1.02E-02
34002,8.64E-03,1.56E-02
34003,1.03E-02,9.47E-03
34004,4.48E-03,2.55E-02
34005,4.26E-03,2.59E-02
34006,4.42E-03,2.61E-02
34007,4.48E-03,9.52E-03
34008,5.88E-03,9.37E-03
34009,8.40E-03,9.15E-03
34010,8.09E-03,8.89E-03
34011,8.09E-03,8.65E-03
34012,8.09E-03,8.41E-03
34013,8.09E-03,8.17E-03
34014,8.09E-03,7.93E-03
34015,8.09E-03,7.69E-03
34016,8.09E-03,7.46E-03
34017,8.09E-03,7.22E-03
34018,8.09E-03,7.00E-03
34019,8.09E-03,6.77E-03
34020,8.09E-03,6.55E-03
34021,8.09E-03,6.34E-03
34022,8.09E-03,6.13E-03
34023,8.09E-03,5.93E-03
34024,8.09E-03,5.73E-03
34025,8.09E-03,5.54E-03
34026,8.09E-03,5.36E-03
34027,8.09E-03,5.19E-03
34028,8.09E-03,5.03E-03
34029,8.09E-03,4.88E-03
34030,8.09E-03,4.74E-03
34031,8.09E-03,4.62E-03
34032,8.09E-03,4.51E-03
34033,8.09E-03,4.41E-03
34034,8.09E-03,4.33E-03
34035,8.09E-03,4.27E-03
34036,8.09E-03,4.22E-03
34037,8.09E-03,4.19E-03
34038,8.09E-03,4.17E-03
34039,8.09E-03,4.17E-03
34040,8.09E-03,4.19E-03
34041,8.09E-03,4.22E-03
34042,8.09E-03,4.26E-03
34043,8.09E-03,4.32E-03
34044,8.09E-03,4.39E-03
34045,8.09E-03,4.47E-03
34046,8.09E-03,4.56E-03
34047,8.09E-03,4.66E-03
34048,8.09E-03,4.77E-03
34049,8.09E-03,4.89E-03
34050,8.09E-03,5.01E-03
34051,8.09E-03,5.14E-03
34052,8.09E-03,5.27E-03
34053,8.09E-03,5.40E-03
34054,8.09E-03,5.54E-03
34055,8.09E-03,5.68E-03
34056,8.02E-03,5.82E-03
34057,7.95E-03,5.96E-03
34058,7.88E-03,6.10E-03
34059,7.78E-03,6.25E-03
34060,7.86E-03,6.40E-03
34061,8.08E-03,6.56E-03
34062,7.95E-03,6.69E-03
34063,7.37E-03,6.82E-03
34064,6.16E-03,1.06E-02
34065,7.51E-03,2.50E-02
34066,7.98E-03,1.56E-02
34067,5.21E-03,1.69E-02
34068,6.20E-03,1.70E-02
34069,5.76E-03,1.10E-02
34070,6.61E-03,1.08E-02
34071,6.71E-03,1.04E-02
34072,7.32E-03,2.67E-02
34073,7.45E-03,9.65E-03
34074,7.21E-03,9.84E-03
34075,1.09E-02,7.39E-03
34076,1.04E-02,7.31E-03
34077,1.03E-02,7.25E-03
34078,1.05E-02,7.19E-03
34079,1.08E-02,7.13E-03
34080,1.10E-02,7.07E-03
34081,1.11E-02,7.02E-03
34082,1.10E-02,6.99E-03
34083,1.07E-02,6.96E-03
34084,1.03E-02,6.93E-03
34085,1.00E-02,6.92E-03
34086,9.68E-03,6.91E-03
34087,9.60E-03,6.91E-03
34088,9.36E-03,6.91E-03
34089,9.23E-03,6.91E-03
34090,8.88E-03,6.93E-03
34091,8.81E-03,6.94E-03
34092,8.64E-03,6.96E-03
34093,8.49E-03,6.98E-03
34094,8.40E-03,7.01E-03
34095,8.48E-03,7.04E-03
34096,8.35E-03,7.06E-03
34097,8.22E-03,7.10E-03
34098,7.60E-03,7.14E-03
34099,6.98E-03,7.19E-03
34100,6.87E-03,7.24E-03
34101,7.43E-03,7.26E-03
34102,7.72E-03,7.73E-03
34103,7.92E-03,7.70E-03
34104,7.81E-03,2.61E-02
34105,6.63E-03,2.63E-02
34106,6.87E-03,2.61E-02
34107,8.10E-03,1.11E-02
34108,6.22E-03,8.21E-03
34109,8.49E-03,9.87E-03
34110,8.87E-03,9.18E-03
34111,8.42E-03,1.65E-02
34112,8.85E-03,1.63E-02
34113,8.46E-03,8.80E-03
34114,8.35E-03,2.51E-02
34115,6.66E-03,2.52E-02
34116,6.08E-03,2.56E-02
34117,7.74E-03,1.23E-02
34118,7.65E-03,1.22E-02
34119,8.10E-03,1.50E-02
34120,8.10E-03,1.54E-02
34121,8.25E-03,1.48E-02
34122,5.14E-03,1.06E-02
34123,6.40E-03,1.25E-02
34124,7.06E-03,1.22E-02
34125,8.17E-03,7.91E-03
34126,8.11E-03,1.32E-02
34127,6.70E-03,8.63E-03
34128,4.22E-03,8.74E-03
34129,6.96E-03,1.02E-02
34130,7.54E-03,2.67E-02
34131,8.10E-03,1.49E-02
34132,8.10E-03,1.54E-02
34133,8.27E-03,1.48E-02
34134,8.48E-03,1.55E-02
34135,8.10E-03,1.12E-02
34136,6.81E-03,1.00E-02
34137,7.00E-03,2.69E-02
34138,5.02E-03,2.71E-02
34139,6.01E-03,2.71E-02
34140,8.10E-03,1.14E-02
34141,8.19E-03,1.55E-02
34142,8.10E-03,1.49E-02
34143,8.29E-03,1.55E-02
34144,7.10E-03,1.49E-02
34145,8.10E-03,1.55E-02
34146,8.10E-03,1.55E-02
34147,8.10E-03,1.15E-02
34148,8.32E-03,1.55E-02
34149,7.41E-03,1.50E-02
34150,8.10E-03,1.48E-02
34151,8.10E-03,1.54E-02
34152,8.10E-03,1.17E-02
34153,8.10E-03,1.18E-02
34154,7.50E-03,1.56E-02
34155,8.10E-03,1.48E-02
34156,8.46E-03,1.55E-02
34157,7.70E-03,1.51E-02
34158,8.10E-03,1.47E-02
34159,8.38E-03,1.55E-02
34160,7.93E-03,1.52E-02
34161,8.10E-03,1.20E-02
34162,8.10E-03,1.21E-02
34163,8.10E-03,1.46E-02
34164,8.34E-03,1.56E-02
34165,8.28E-03,1.55E-02
34166,8.10E-03,1.52E-02
34167,8.10E-03,1.24E-02
34168,8.10E-03,1.23E-02
34169,8.10E-03,1.45E-02
34170,8.10E-03,1.53E-02
34171,8.10E-03,1.44E-02
34172,8.10E-03,1.53E-02
34173,8.10E-03,1.26E-02
34174,8.10E-03,1.27E-02
34175,8.10E-03,1.43E-02
34176,8.10E-03,1.53E-02
34177,8.10E-03,1.30E-02
34178,8.10E-03,1.28E-02
34179,8.10E-03,1.42E-02
34180,8.10E-03,1.54E-02
34181,8.10E-03,1.41E-02
34182,8.10E-03,1.54E-02
34183,8.10E-03,1.40E-02
34184,8.10E-03,1.31E-02
34185,8.10E-03,1.39E-02
34186,8.10E-03,1.38E-02
34187,8.10E-03,1.34E-02
34188,8.10E-03,1.32E-02
34189,8.10E-03,1.35E-02
34190,8.10E-03,1.37E-02
34191,8.10E-03,1.36E-02
34192,4.62E-03,2.12E-02
34193,6.93E-03,2.15E-02
34194,6.69E-03,2.10E-02
34195,1.02E-02,2.11E-02
34196,7.92E-03,9.83E-03
34197,7.37E-03,2.54E-02
34198,7.48E-03,1.18E-02
34199,8.28E-03,1.10E-02
34200,1.06E-02,1.16E-02
34201,9.93E-03,1.15E-02
34202,9.96E-03,1.14E-02
34203,9.94E-03,1.12E-02
34204,8.52E-03,1.11E-02
34205,7.55E-03,9.64E-03
34206,5.49E-03,9.75E-03
34207,8.10E-03,1.51E-02
34208,8.10E-03,1.52E-02
34209,8.10E-03,1.52E-02
34210,8.10E-03,1.53E-02
34211,8.10E-03,1.53E-02
34212,8.10E-03,1.52E-02
34213,7.69E-03,1.94E-02
34214,7.67E-03,1.92E-02
34215,7.77E-03,1.89E-02
34216,9.91E-03,1.86E-02
34217,1.12E-02,1.82E-02
34218,8.55E-03,1.79E-02
34219,8.08E-03,1.76E-02
34220,8.01E-03,1.73E-02
34221,8.03E-03,1.70E-02
34222,8.03E-03,1.67E-02
34223,7.89E-03,1.64E-02
34224,7.74E-03,1.61E-02
34225,7.64E-03,1.58E-02
34226,7.46E-03,1.55E-02
34227,7.22E-03,1.52E-02
34228,6.14E-03,1.31E-02
34229,6.73E-03,1.31E-02
34230,6.42E-03,1.42E-02
34231,6.53E-03,1.37E-02
34232,6.56E-03,1.39E-02
34233,8.63E-03,1.45E-02
34234,8.59E-03,1.43E-02
34235,8.49E-03,1.41E-02
34236,8.36E-03,1.39E-02
34237,8.29E-03,1.37E-02
34238,8.09E-03,1.35E-02
34239,8.09E-03,1.33E-02
34240,8.09E-03,1.31E-02
34241,8.09E-03,1.29E-02
34242,8.09E-03,1.27E-02
34243,8.09E-03,1.25E-02
34244,8.10E-03,1.23E-02
34245,8.01E-03,1.20E-02
34246,7.88E-03,1.18E-02
34247,7.82E-03,1.16E-02
34248,7.70E-03,1.14E-02
34249,7.32E-03,1.12E-02
34250,8.39E-03,1.64E-02
34251,8.32E-03,1.64E-02
34252,6.46E-03,1.14E-02
34253,8.34E-03,1.64E-02
34254,8.81E-03,1.63E-02
34255,9.23E-03,1.63E-02
34256,9.38E-03,1.63E-02
34257,9.42E-03,1.63E-02
34258,9.38E-03,1.63E-02
34259,9.13E-03,1.63E-02
34260,9.01E-03,1.63E-02
34261,8.97E-03,1.63E-02
34262,8.97E-03,1.63E-02
34263,8.97E-03,1.62E-02
34264,8.90E-03,1.62E-02
34265,8.74E-03,1.62E-02
34266,8.56E-03,1.62E-02
34267,8.43E-03,1.62E-02
34268,8.34E-03,1.62E-02
34269,8.27E-03,1.62E-02
34270,8.22E-03,1.62E-02
34271,8.21E-03,1.62E-02
34272,8.21E-03,1.62E-02
34273,8.21E-03,1.62E-02
34274,8.19E-03,1.62E-02
34275,8.16E-03,1.62E-02
34276,8.14E-03,1.62E-02
34277,8.09E-03,1.62E-02
34278,8.06E-03,1.62E-02
34279,8.03E-03,1.62E-02
34280,8.00E-03,1.62E-02
34281,7.97E-03,1.62E-02
34282,7.96E-03,1.62E-02
34283,7.97E-03,1.61E-02
34284,8.02E-03,1.61E-02
34285,8.06E-03,1.61E-02
34286,8.11E-03,1.61E-02
34287,8.16E-03,1.61E-02
34288,8.19E-03,1.61E-02
34289,8.24E-03,1.60E-02
34290,8.29E-03,1.60E-02
34291,8.37E-03,1.60E-02
34292,8.48E-03,1.60E-02
34293,8.59E-03,1.59E-02
34294,8.67E-03,1.59E-02
34295,8.71E-03,1.59E-02
34296,8.76E-03,1.59E-02
34297,8.80E-03,1.58E-02
34298,8.85E-03,1.58E-02
34299,8.91E-03,1.58E-02
34300,8.97E-03,1.58E-02
34301,9.04E-03,1.57E-02
34302,9.11E-03,1.57E-02
34303,9.20E-03,1.57E-02
34304,9.33E-03,1.57E-02
34305,9.48E-03,1.56E-02
34306,9.62E-03,1.56E-02
34307,9.71E-03,1.56E-02
34308,9.72E-03,1.56E-02
34309,9.70E-03,1.55E-02
34310,9.64E-03,1.55E-02
34311,9.57E-03,1.55E-02
34312,9.53E-03,1.55E-02
34313,9.48E-03,1.55E-02
34314,9.42E-03,1.55E-02
34315,9.37E-03,1.55E-02
34316,9.38E-03,1.55E-02
34317,9.39E-03,1.55E-02
34318,9.23E-03,1.55E-02
34319,8.89E-03,1.55E-02
34320,8.51E-03,1.55E-02
34321,8.13E-03,1.55E-02
34322,7.88E-03,1.55E-02
34323,7.88E-03,1.55E-02
34324,7.96E-03,1.55E-02
34325,7.89E-03,1.55E-02
34326,7.72E-03,1.55E-02
34327,7.57E-03,1.55E-02
34328,7.43E-03,1.55E-02
34329,7.29E-03,1.55E-02
34330,7.13E-03,1.54E-02
34331,6.91E-03,1.54E-02
34332,6.67E-03,1.54E-02
34333,6.47E-03,1.54E-02
34334,6.34E-03,1.54E-02
34335,6.24E-03,1.54E-02
34336,6.15E-03,1.54E-02
34337,6.08E-03,1.54E-02
34338,6.03E-03,1.53E-02
34339,5.99E-03,1.53E-02
34340,5.92E-03,1.53E-02
34341,5.82E-03,1.53E-02
34342,5.71E-03,1.53E-02
34343,5.62E-03,1.52E-02
34344,5.62E-03,1.52E-02
34345,5.68E-03,1.52E-02
34346,5.73E-03,1.51E-02
34347,5.79E-03,1.51E-02
34348,5.86E-03,1.51E-02
34349,5.93E-03,1.50E-02
34350,6.00E-03,1.50E-02
34351,6.06E-03,1.50E-02
34352,6.13E-03,1.49E-02
34353,6.18E-03,1.49E-02
34354,6.21E-03,1.48E-02
34355,6.23E-03,1.48E-02
34356,6.25E-03,1.47E-02
34357,6.28E-03,1.47E-02
34358,6.30E-03,1.46E-02
34359,6.31E-03,1.46E-02
34360,6.28E-03,1.45E-02
34361,6.23E-03,1.45E-02
34362,6.17E-03,1.44E-02
34363,6.11E-03,1.43E-02
34364,6.05E-03,1.43E-02
34365,5.98E-03,1.42E-02
34366,5.89E-03,1.42E-02
34367,5.75E-03,1.41E-02
34368,5.58E-03,1.41E-02
34369,5.41E-03,1.40E-02
34370,5.25E-03,1.40E-02
34371,5.10E-03,1.39E-02
34372,5.04E-03,1.39E-02
34373,5.12E-03,1.38E-02
34374,5.20E-03,1.38E-02
34375,5.11E-03,1.37E-02
34376,5.07E-03,1.37E-02
34377,6.16E-03,1.36E-02
34378,8.60E-03,1.36E-02
34379,8.87E-03,1.35E-02
34380,9.09E-03,1.34E-02
34381,1.15E-02,1.33E-02
34382,1.03E-02,1.32E-02
34383,1.02E-02,1.31E-02
34384,1.00E-02,1.30E-02
34385,1.00E-02,1.29E-02
34386,1.01E-02,1.27E-02
34387,1.11E-02,1.26E-02
34388,8.57E-03,9.79E-03
34389,8.78E-03,9.82E-03
34390,8.71E-03,9.86E-03
34391,8.61E-03,9.90E-03
34392,7.07E-03,9.94E-03
34393,6.63E-03,9.96E-03
34394,5.61E-03,9.99E-03
34395,4.40E-03,1.00E-02
34396,4.14E-03,1.00E-02
34397,4.46E-03,1.00E-02
34398,4.49E-03,1.01E-02
34399,4.40E-03,1.01E-02
34400,4.38E-03,1.01E-02
34401,4.44E-03,1.02E-02
34402,4.51E-03,1.02E-02
34403,4.57E-03,1.02E-02
34404,4.84E-03,1.03E-02
34405,5.45E-03,1.03E-02
34406,6.70E-03,1.03E-02
34407,6.92E-03,1.03E-02
34408,6.03E-03,1.37E-02
34409,5.91E-03,1.40E-02
34410,5.36E-03,1.42E-02
34411,4.90E-03,1.44E-02
34412,4.26E-03,1.46E-02
34413,3.63E-03,1.48E-02
34414,3.47E-03,1.50E-02
34415,3.30E-03,1.52E-02
34416,3.64E-03,1.54E-02
34417,3.79E-03,1.56E-02
34418,4.06E-03,1.58E-02
34419,4.41E-03,1.60E-02
34420,4.56E-03,1.62E-02
34421,4.78E-03,1.65E-02
34422,4.92E-03,1.67E-02
34423,5.00E-03,1.70E-02
34424,4.96E-03,1.73E-02
34425,4.84E-03,1.75E-02
34426,4.84E-03,1.78E-02
34427,4.73E-03,1.81E-02
34428,4.68E-03,1.84E-02
34429,4.51E-03,1.86E-02
34430,4.58E-03,1.89E-02
34431,4.68E-03,1.91E-02
34432,5.49E-03,1.94E-02
34433,7.67E-03,2.51E-02
34434,7.78E-03,2.51E-02
34435,7.77E-03,2.50E-02
34436,7.64E-03,2.48E-02
34437,7.43E-03,2.47E-02
34438,7.17E-03,2.46E-02
34439,6.86E-03,2.44E-02
34440,6.64E-03,2.43E-02
34441,6.16E-03,2.41E-02
34442,5.84E-03,2.40E-02
34443,5.45E-03,2.38E-02
34444,5.01E-03,2.37E-02
34445,4.59E-03,2.36E-02
34446,3.97E-03,2.35E-02
34447,3.59E-03,2.34E-02
34448,3.25E-03,2.32E-02
34449,2.80E-03,2.30E-02
34450,2.95E-03,2.29E-02
34451,3.48E-03,2.28E-02
34452,3.69E-03,2.26E-02
34453,4.03E-03,2.25E-02
34454,4.15E-03,2.23E-02
34455,4.54E-03,2.21E-02
34456,4.58E-03,2.19E-02
34457,4.67E-03,2.17E-02
34458,4.79E-03,2.14E-02
34459,4.71E-03,2.12E-02
34460,4.63E-03,2.10E-02
34461,4.67E-03,2.08E-02
34462,4.68E-03,2.06E-02
34463,4.84E-03,2.04E-02
34464,4.93E-03,2.01E-02
34465,5.44E-03,1.97E-02
34466,6.82E-03,2.20E-02
34467,7.07E-03,2.22E-02
34468,7.07E-03,2.24E-02
34469,6.84E-03,2.26E-02
34470,5.40E-03,6.82E-03
34471,7.49E-03,1.20E-02
34472,8.84E-03,1.12E-02
34473,7.97E-03,1.11E-02
34474,7.73E-03,1.10E-02
34475,7.66E-03,1.10E-02
34476,7.36E-03,1.09E-02
34477,7.50E-03,1.09E-02
34478,6.36E-03,2.50E-02
34479,5.25E-03,2.51E-02
34480,9.32E-03,6.95E-03
34481,8.03E-03,2.08E-02
34482,7.73E-03,8.35E-03
34483,8.29E-03,8.51E-03
34484,5.68E-03,1.69E-02
34485,7.53E-03,2.45E-02
34486,5.03E-03,1.01E-02
34487,5.39E-03,1.01E-02
34488,5.73E-03,1.00E-02
34489,5.80E-03,1.00E-02
34490,6.42E-03,9.96E-03
34491,1.11E-02,9.88E-03
34492,1.06E-02,9.78E-03
34493,1.05E-02,9.68E-03
34494,8.84E-03,9.59E-03
34495,8.82E-03,9.50E-03
34496,8.44E-03,9.42E-03
34497,8.15E-03,9.33E-03
34498,7.77E-03,9.26E-03
34499,7.52E-03,9.18E-03
34500,7.22E-03,9.10E-03
34501,6.90E-03,9.03E-03
34502,6.66E-03,8.96E-03
34503,6.50E-03,8.90E-03
34504,6.34E-03,8.83E-03
34505,6.18E-03,8.77E-03
34506,6.03E-03,8.71E-03
34507,5.85E-03,8.65E-03
34508,5.62E-03,8.59E-03
34509,5.36E-03,8.54E-03
34510,5.11E-03,8.49E-03
34511,4.86E-03,8.44E-03
34512,4.68E-03,8.40E-03
34513,4.63E-03,8.35E-03
34514,4.62E-03,8.31E-03
34515,4.61E-03,8.27E-03
34516,4.60E-03,8.23E-03
34517,4.59E-03,8.19E-03
34518,4.58E-03,8.16E-03
34519,4.55E-03,8.12E-03
34520,4.51E-03,8.08E-03
34521,4.47E-03,8.05E-03
34522,4.42E-03,8.02E-03
34523,4.38E-03,7.99E-03
34524,4.33E-03,7.96E-03
34525,4.32E-03,7.93E-03
34526,4.35E-03,7.90E-03
34527,4.41E-03,7.87E-03
34528,4.46E-03,7.85E-03
34529,4.54E-03,7.82E-03
34530,4.65E-03,7.79E-03
34531,4.76E-03,7.77E-03
34532,4.88E-03,7.74E-03
34533,5.05E-03,7.72E-03
34534,5.27E-03,7.70E-03
34535,5.49E-03,7.67E-03
34536,5.69E-03,7.65E-03
34537,5.83E-03,7.62E-03
34538,5.94E-03,7.60E-03
34539,6.04E-03,7.57E-03
34540,6.14E-03,7.55E-03
34541,6.24E-03,7.53E-03
34542,6.33E-03,7.50E-03
34543,6.42E-03,7.48E-03
34544,6.51E-03,7.46E-03
34545,6.60E-03,7.44E-03
34546,6.69E-03,7.42E-03
34547,6.77E-03,7.39E-03
34548,6.85E-03,7.37E-03
34549,6.91E-03,7.35E-03
34550,6.95E-03,7.33E-03
34551,6.99E-03,7.31E-03
34552,7.04E-03,7.29E-03
34553,7.08E-03,7.27E-03
34554,7.12E-03,7.25E-03
34555,7.16E-03,7.23E-03
34556,7.20E-03,7.21E-03
34557,7.26E-03,7.18E-03
34558,7.33E-03,7.16E-03
34559,7.42E-03,7.14E-03
34560,7.50E-03,7.12E-03
34561,7.57E-03,7.10E-03
34562,7.62E-03,7.07E-03
34563,7.66E-03,7.05E-03
34564,7.70E-03,7.02E-03
34565,7.74E-03,7.00E-03
34566,7.73E-03,6.98E-03
34567,7.50E-03,6.95E-03
34568,7.24E-03,6.93E-03
34569,7.12E-03,6.90E-03
34570,6.83E-03,6.88E-03
34571,6.62E-03,6.86E-03
34572,6.48E-03,6.83E-03
34573,6.36E-03,6.81E-03
34574,6.09E-03,6.78E-03
34575,5.81E-03,6.75E-03
34576,5.65E-03,6.71E-03
34577,5.22E-03,6.65E-03
34578,4.34E-03,6.62E-03
34579,2.96E-03,6.53E-03
34580,3.61E-03,6.65E-03
34581,3.15E-03,6.71E-03
34582,3.09E-03,6.76E-03
34583,2.99E-03,6.78E-03
34584,3.52E-03,6.82E-03
34585,3.91E-03,6.85E-03
34586,4.04E-03,6.89E-03
34587,4.20E-03,6.94E-03
34588,4.37E-03,6.99E-03
34589,4.72E-03,7.05E-03
34590,4.88E-03,7.11E-03
34591,5.11E-03,7.18E-03
34592,5.13E-03,7.25E-03
34593,7.08E-03,7.33E-03
34594,9.32E-03,7.45E-03
34595,9.25E-03,7.59E-03
34596,9.57E-03,7.73E-03
34597,9.65E-03,7.88E-03
34598,9.93E-03,8.04E-03
34599,8.62E-03,2.67E-02
34600,7.96E-03,2.67E-02
34601,8.76E-03,1.26E-02
34602,8.89E-03,1.24E-02
34603,5.53E-03,6.99E-03
34604,7.59E-03,2.62E-02
34605,6.90E-03,2.56E-02
34606,6.87E-03,2.57E-02
34607,6.88E-03,2.56E-02
34608,7.63E-03,2.55E-02
34609,8.10E-03,1.51E-02
34610,8.10E-03,1.53E-02
34611,7.83E-03,1.98E-02
34612,6.34E-03,1.47E-02
34613,6.83E-03,1.50E-02
34614,6.42E-03,1.35E-02
34615,5.91E-03,1.45E-02
34616,8.60E-03,1.46E-02
34617,7.52E-03,1.66E-02
34618,6.99E-03,1.16E-02
34619,6.27E-03,1.12E-02
34620,6.63E-03,1.66E-02
34621,7.28E-03,1.69E-02
34622,6.96E-03,1.03E-02
34623,7.19E-03,1.04E-02
34624,5.93E-03,1.06E-02
34625,7.55E-03,1.35E-02
34626,7.25E-03,1.69E-02
34627,5.62E-03,1.69E-02
34628,7.20E-03,1.69E-02
34629,6.69E-03,2.19E-02
34630,7.15E-03,7.00E-03
34631,6.92E-03,2.56E-02
34632,6.05E-03,1.30E-02
34633,5.85E-03,1.28E-02
34634,6.54E-03,1.08E-02
34635,8.66E-03,1.67E-02
34636,9.33E-03,7.46E-03
34637,5.46E-03,1.16E-02
34638,6.52E-03,1.13E-02
34639,7.04E-03,2.52E-02
34640,8.77E-03,1.56E-02
34641,1.02E-02,1.55E-02
34642,6.61E-03,1.09E-02
34643,8.20E-03,1.06E-02
34644,7.23E-03,1.04E-02
34645,7.21E-03,2.71E-02
34646,8.35E-03,7.14E-03
34647,7.33E-03,9.61E-03
34648,4.57E-03,9.48E-03
34649,5.95E-03,9.32E-03
34650,8.38E-03,9.11E-03
34651,8.09E-03,8.85E-03
34652,8.09E-03,8.61E-03
34653,8.09E-03,8.37E-03
34654,8.09E-03,8.13E-03
34655,8.09E-03,7.89E-03
34656,8.09E-03,7.66E-03
34657,8.09E-03,7.42E-03
34658,8.09E-03,7.19E-03
34659,8.09E-03,6.97E-03
34660,8.09E-03,6.74E-03
34661,8.09E-03,6.52E-03
34662,8.09E-03,6.31E-03
34663,8.09E-03,6.10E-03
34664,8.09E-03,5.90E-03
34665,8.09E-03,5.70E-03
34666,8.09E-03,5.51E-03
34667,8.09E-03,5.33E-03
34668,8.09E-03,5.16E-03
34669,8.09E-03,5.00E-03
34670,8.09E-03,4.85E-03
34671,8.09E-03,4.71E-03
34672,8.09E-03,4.59E-03
34673,8.09E-03,4.47E-03
34674,8.09E-03,4.38E-03
34675,8.09E-03,4.29E-03
34676,8.09E-03,4.23E-03
34677,8.09E-03,4.18E-03
34678,8.09E-03,4.14E-03
34679,8.09E-03,4.13E-03
34680,8.09E-03,4.12E-03
34681,8.09E-03,4.14E-03
34682,8.09E-03,4.17E-03
34683,8.09E-03,4.21E-03
34684,8.09E-03,4.27E-03
34685,8.09E-03,4.34E-03
34686,8.09E-03,4.42E-03
34687,8.09E-03,4.51E-03
34688,8.09E-03,4.61E-03
34689,8.09E-03,4.72E-03
34690,8.09E-03,4.84E-03
34691,8.09E-03,4.96E-03
34692,8.09E-03,5.08E-03
34693,8.09E-03,5.22E-03
34694,8.09E-03,5.35E-03
34695,8.09E-03,5.49E-03
34696,8.09E-03,5.63E-03
34697,8.04E-03,5.77E-03
34698,7.96E-03,5.91E-03
34699,7.95E-03,6.06E-03
34700,7.99E-03,6.21E-03
34701,8.01E-03,6.36E-03
34702,7.98E-03,6.50E-03
34703,7.80E-03,6.64E-03
34704,7.59E-03,6.78E-03
34705,7.40E-03,6.93E-03
34706,7.36E-03,7.08E-03
34707,7.85E-03,7.25E-03
34708,8.25E-03,7.68E-03
34709,8.83E-03,7.63E-03
